combo,mass_idx,mass_g,curve,K,p_eval
0_0_100,2,2.66695724552935,q025,490271836,0.78505
0_0_100,2,2.66695724552935,q025,796600753,0.80752
0_0_100,2,2.66695724552935,q025,1382975219,0.83236
0_0_100,2,2.66695724552935,q025,2629744368,0.85636
0_0_100,2,2.66695724552935,q025,5708686288,0.88274
0_0_100,2,2.66695724552935,q025,15289687503,0.90791
0_0_100,2,2.66695724552935,q025,60140150437,0.94199
0_0_100,2,2.66695724552935,q025,605650431259,0.96837
0_0_100,2,2.66695724552935,q025,12438544426483,0.98794
0_0_100,2,2.66695724552935,q16,22567,0.0168
0_0_100,2,2.66695724552935,q16,33858,0.041904
0_0_100,2,2.66695724552935,q16,45022,0.068352
0_0_100,2,2.66695724552935,q16,56745,0.093184
0_0_100,2,2.66695724552935,q16,69360,0.120528
0_0_100,2,2.66695724552935,q16,83119,0.146752
0_0_100,2,2.66695724552935,q16,98256,0.17536
0_0_100,2,2.66695724552935,q16,115015,0.205104
0_0_100,2,2.66695724552935,q16,133664,0.232928
0_0_100,2,2.66695724552935,q16,154507,0.261104
0_0_100,2,2.66695724552935,q16,177900,0.286976
0_0_100,2,2.66695724552935,q16,204257,0.312752
0_0_100,2,2.66695724552935,q16,234075,0.337056
0_0_100,2,2.66695724552935,q16,267945,0.365328
0_0_100,2,2.66695724552935,q16,306586,0.392176
0_0_100,2,2.66695724552935,q16,350869,0.415328
0_0_100,2,2.66695724552935,q16,401869,0.438608
0_0_100,2,2.66695724552935,q16,460916,0.45952
0_0_100,2,2.66695724552935,q16,529674,0.482464
0_0_100,2,2.66695724552935,q16,610246,0.508112
0_0_100,2,2.66695724552935,q16,705319,0.534864
0_0_100,2,2.66695724552935,q16,818369,0.559616
0_0_100,2,2.66695724552935,q16,953950,0.584976
0_0_100,2,2.66695724552935,q16,1118119,0.609808
0_0_100,2,2.66695724552935,q16,1319065,0.635408
0_0_100,2,2.66695724552935,q16,1568072,0.658784
0_0_100,2,2.66695724552935,q16,1881012,0.685152
0_0_100,2,2.66695724552935,q16,2280771,0.707904
0_0_100,2,2.66695724552935,q16,2801276,0.733104
0_0_100,2,2.66695724552935,q16,3494517,0.753504
0_0_100,2,2.66695724552935,q16,4443332,0.77704
0_0_100,2,2.66695724552935,q16,5786121,0.797648
0_0_100,2,2.66695724552935,q16,7768016,0.819008
0_0_100,2,2.66695724552935,q16,10856608,0.843776
0_0_100,2,2.66695724552935,q16,16034920,0.869488
0_0_100,2,2.66695724552935,q16,25665547,0.893776
0_0_100,2,2.66695724552935,q16,46666680,0.916128
0_0_100,2,2.66695724552935,q16,107140695,0.941728
0_0_100,2,2.66695724552935,q16,435197302,0.969376
0_0_100,2,2.66695724552935,q16,2724216537,0.986528
0_0_100,2,2.66695724552935,q50,8355,0.0216
0_0_100,2,2.66695724552935,q50,10370,0.0454
0_0_100,2,2.66695724552935,q50,12077,0.0704
0_0_100,2,2.66695724552935,q50,13674,0.0944
0_0_100,2,2.66695724552935,q50,15233,0.1202
0_0_100,2,2.66695724552935,q50,16793,0.148
0_0_100,2,2.66695724552935,q50,18381,0.1728
0_0_100,2,2.66695724552935,q50,20015,0.1976
0_0_100,2,2.66695724552935,q50,21712,0.2234
0_0_100,2,2.66695724552935,q50,23487,0.2466
0_0_100,2,2.66695724552935,q50,25356,0.2744
0_0_100,2,2.66695724552935,q50,27333,0.3026
0_0_100,2,2.66695724552935,q50,29437,0.3252
0_0_100,2,2.66695724552935,q50,31686,0.3496
0_0_100,2,2.66695724552935,q50,34101,0.3738
0_0_100,2,2.66695724552935,q50,36706,0.4018
0_0_100,2,2.66695724552935,q50,39530,0.4286
0_0_100,2,2.66695724552935,q50,42606,0.4546
0_0_100,2,2.66695724552935,q50,45973,0.4834
0_0_100,2,2.66695724552935,q50,49678,0.506
0_0_100,2,2.66695724552935,q50,53778,0.5254
0_0_100,2,2.66695724552935,q50,58343,0.5494
0_0_100,2,2.66695724552935,q50,63461,0.5724
0_0_100,2,2.66695724552935,q50,69239,0.5968
0_0_100,2,2.66695724552935,q50,75816,0.623
0_0_100,2,2.66695724552935,q50,83372,0.6476
0_0_100,2,2.66695724552935,q50,92143,0.672
0_0_100,2,2.66695724552935,q50,102444,0.697
0_0_100,2,2.66695724552935,q50,114712,0.724
0_0_100,2,2.66695724552935,q50,129561,0.7462
0_0_100,2,2.66695724552935,q50,147887,0.7678
0_0_100,2,2.66695724552935,q50,171047,0.795
0_0_100,2,2.66695724552935,q50,201201,0.8196
0_0_100,2,2.66695724552935,q50,241993,0.8428
0_0_100,2,2.66695724552935,q50,300083,0.868
0_0_100,2,2.66695724552935,q50,389028,0.8966
0_0_100,2,2.66695724552935,q50,541168,0.9236
0_0_100,2,2.66695724552935,q50,856393,0.9486
0_0_100,2,2.66695724552935,q50,1857673,0.9728
0_0_100,2,2.66695724552935,q50,5118384,0.989
0_0_100,3,3.55633047474075,q025,40325,0.0092
0_0_100,3,3.55633047474075,q025,76324,0.02997
0_0_100,3,3.55633047474075,q025,119407,0.05598
0_0_100,3,3.55633047474075,q025,171655,0.08665
0_0_100,3,3.55633047474075,q025,235110,0.12068
0_0_100,3,3.55633047474075,q025,312131,0.15022
0_0_100,3,3.55633047474075,q025,405548,0.1802
0_0_100,3,3.55633047474075,q025,518822,0.20456
0_0_100,3,3.55633047474075,q025,656211,0.23243
0_0_100,3,3.55633047474075,q025,822997,0.25174
0_0_100,3,3.55633047474075,q025,1025771,0.27823
0_0_100,3,3.55633047474075,q025,1272811,0.30147
0_0_100,3,3.55633047474075,q025,1574582,0.32636
0_0_100,3,3.55633047474075,q025,1944410,0.35038
0_0_100,3,3.55633047474075,q025,2399397,0.37628
0_0_100,3,3.55633047474075,q025,2961675,0.40073
0_0_100,3,3.55633047474075,q025,3660144,0.42742
0_0_100,3,3.55633047474075,q025,4532921,0.45636
0_0_100,3,3.55633047474075,q025,5630820,0.48591
0_0_100,3,3.55633047474075,q025,7022392,0.51578
0_0_100,3,3.55633047474075,q025,8801327,0.54416
0_0_100,3,3.55633047474075,q025,11097527,0.56732
0_0_100,3,3.55633047474075,q025,14094006,0.58767
0_0_100,3,3.55633047474075,q025,18053233,0.60889
0_0_100,3,3.55633047474075,q025,23359241,0.63048
0_0_100,3,3.55633047474075,q025,30586765,0.64906
0_0_100,3,3.55633047474075,q025,40618370,0.67411
0_0_100,3,3.55633047474075,q025,54849977,0.69401
0_0_100,3,3.55633047474075,q025,75566513,0.71571
0_0_100,3,3.55633047474075,q025,106661819,0.74286
0_0_100,3,3.55633047474075,q025,155097731,0.76338
0_0_100,3,3.55633047474075,q025,234066675,0.7847
0_0_100,3,3.55633047474075,q025,370433873,0.80679
0_0_100,3,3.55633047474075,q025,624153626,0.83553
0_0_100,3,3.55633047474075,q025,1146183673,0.86072
0_0_100,3,3.55633047474075,q025,2385727391,0.88429
0_0_100,3,3.55633047474075,q025,6057299370,0.91027
0_0_100,3,3.55633047474075,q025,22120202745,0.94355
0_0_100,3,3.55633047474075,q025,196538664516,0.96954
0_0_100,3,3.55633047474075,q025,3426197576244,0.98833
0_0_100,3,3.55633047474075,q16,19425,0.017776
0_0_100,3,3.55633047474075,q16,28488,0.042352
0_0_100,3,3.55633047474075,q16,37289,0.0704
0_0_100,3,3.55633047474075,q16,46402,0.096976
0_0_100,3,3.55633047474075,q16,56098,0.120176
0_0_100,3,3.55633047474075,q16,66566,0.149232
0_0_100,3,3.55633047474075,q16,77977,0.177104
0_0_100,3,3.55633047474075,q16,90502,0.204608
0_0_100,3,3.55633047474075,q16,104325,0.230832
0_0_100,3,3.55633047474075,q16,119654,0.259552
0_0_100,3,3.55633047474075,q16,136727,0.282976
0_0_100,3,3.55633047474075,q16,155823,0.3076
0_0_100,3,3.55633047474075,q16,177269,0.333376
0_0_100,3,3.55633047474075,q16,201454,0.358576
0_0_100,3,3.55633047474075,q16,228849,0.382832
0_0_100,3,3.55633047474075,q16,260020,0.407952
0_0_100,3,3.55633047474075,q16,295663,0.432976
0_0_100,3,3.55633047474075,q16,336631,0.459504
0_0_100,3,3.55633047474075,q16,383988,0.483184
0_0_100,3,3.55633047474075,q16,439071,0.505104
0_0_100,3,3.55633047474075,q16,503576,0.5332
0_0_100,3,3.55633047474075,q16,579682,0.557376
0_0_100,3,3.55633047474075,q16,670228,0.582304
0_0_100,3,3.55633047474075,q16,778962,0.607728
0_0_100,3,3.55633047474075,q16,910914,0.63048
0_0_100,3,3.55633047474075,q16,1072964,0.653552
0_0_100,3,3.55633047474075,q16,1274712,0.675808
0_0_100,3,3.55633047474075,q16,1529879,0.702176
0_0_100,3,3.55633047474075,q16,1858622,0.728608
0_0_100,3,3.55633047474075,q16,2291526,0.75168
0_0_100,3,3.55633047474075,q16,2876804,0.776288
0_0_100,3,3.55633047474075,q16,3694066,0.798704
0_0_100,3,3.55633047474075,q16,4882493,0.820752
0_0_100,3,3.55633047474075,q16,6703710,0.845552
0_0_100,3,3.55633047474075,q16,9698545,0.868576
0_0_100,3,3.55633047474075,q16,15141165,0.890928
0_0_100,3,3.55633047474075,q16,26671677,0.914128
0_0_100,3,3.55633047474075,q16,58595514,0.940576
0_0_100,3,3.55633047474075,q16,220968202,0.96808
0_0_100,3,3.55633047474075,q16,1255059756,0.985152
0_0_100,3,3.55633047474075,q50,7701,0.0224
0_0_100,3,3.55633047474075,q50,9515,0.046
0_0_100,3,3.55633047474075,q50,11048,0.0714
0_0_100,3,3.55633047474075,q50,12478,0.0934
0_0_100,3,3.55633047474075,q50,13871,0.1198
0_0_100,3,3.55633047474075,q50,15264,0.1484
0_0_100,3,3.55633047474075,q50,16678,0.1746
0_0_100,3,3.55633047474075,q50,18132,0.2006
0_0_100,3,3.55633047474075,q50,19640,0.2242
0_0_100,3,3.55633047474075,q50,21215,0.2536
0_0_100,3,3.55633047474075,q50,22871,0.2782
0_0_100,3,3.55633047474075,q50,24622,0.3008
0_0_100,3,3.55633047474075,q50,26482,0.3248
0_0_100,3,3.55633047474075,q50,28467,0.3494
0_0_100,3,3.55633047474075,q50,30597,0.3754
0_0_100,3,3.55633047474075,q50,32892,0.4012
0_0_100,3,3.55633047474075,q50,35377,0.4278
0_0_100,3,3.55633047474075,q50,38080,0.4532
0_0_100,3,3.55633047474075,q50,41035,0.4802
0_0_100,3,3.55633047474075,q50,44283,0.5046
0_0_100,3,3.55633047474075,q50,47873,0.5306
0_0_100,3,3.55633047474075,q50,51864,0.5556
0_0_100,3,3.55633047474075,q50,56333,0.5806
0_0_100,3,3.55633047474075,q50,61372,0.6056
0_0_100,3,3.55633047474075,q50,67099,0.6282
0_0_100,3,3.55633047474075,q50,73669,0.6534
0_0_100,3,3.55633047474075,q50,81282,0.6804
0_0_100,3,3.55633047474075,q50,90210,0.7024
0_0_100,3,3.55633047474075,q50,100824,0.7266
0_0_100,3,3.55633047474075,q50,113646,0.7486
0_0_100,3,3.55633047474075,q50,129438,0.7714
0_0_100,3,3.55633047474075,q50,149352,0.7962
0_0_100,3,3.55633047474075,q50,175216,0.8206
0_0_100,3,3.55633047474075,q50,210106,0.8454
0_0_100,3,3.55633047474075,q50,259632,0.8696
0_0_100,3,3.55633047474075,q50,335176,0.8968
0_0_100,3,3.55633047474075,q50,463777,0.9224
0_0_100,3,3.55633047474075,q50,728522,0.9486
0_0_100,3,3.55633047474075,q50,1560791,0.9742
0_0_100,3,3.55633047474075,q50,4231221,0.9894
0_0_100,4,4.74229066355333,q025,32325,0.0088
0_0_100,4,4.74229066355333,q025,59015,0.02997
0_0_100,4,4.74229066355333,q025,90053,0.05637
0_0_100,4,4.74229066355333,q025,126884,0.08513
0_0_100,4,4.74229066355333,q025,170806,0.11837
0_0_100,4,4.74229066355333,q025,223264,0.15106
0_0_100,4,4.74229066355333,q025,285958,0.18255
0_0_100,4,4.74229066355333,q025,360940,0.20378
0_0_100,4,4.74229066355333,q025,450709,0.23093
0_0_100,4,4.74229066355333,q025,558333,0.25216
0_0_100,4,4.74229066355333,q025,687606,0.28015
0_0_100,4,4.74229066355333,q025,843251,0.30297
0_0_100,4,4.74229066355333,q025,1031184,0.32826
0_0_100,4,4.74229066355333,q025,1258872,0.35034
0_0_100,4,4.74229066355333,q025,1535811,0.37594
0_0_100,4,4.74229066355333,q025,1874175,0.40736
0_0_100,4,4.74229066355333,q025,2289713,0.43458
0_0_100,4,4.74229066355333,q025,2802997,0.46531
0_0_100,4,4.74229066355333,q025,3441181,0.48353
0_0_100,4,4.74229066355333,q025,4240530,0.51335
0_0_100,4,4.74229066355333,q025,5250089,0.54244
0_0_100,4,4.74229066355333,q025,6537130,0.5707
0_0_100,4,4.74229066355333,q025,8195371,0.59155
0_0_100,4,4.74229066355333,q025,10357664,0.61197
0_0_100,4,4.74229066355333,q025,13216034,0.63278
0_0_100,4,4.74229066355333,q025,17054214,0.6513
0_0_100,4,4.74229066355333,q025,22302085,0.67753
0_0_100,4,4.74229066355333,q025,29629947,0.69605
0_0_100,4,4.74229066355333,q025,40118455,0.71972
0_0_100,4,4.74229066355333,q025,55579428,0.74642
0_0_100,4,4.74229066355333,q025,79195622,0.76622
0_0_100,4,4.74229066355333,q025,116883124,0.78717
0_0_100,4,4.74229066355333,q025,180435297,0.81269
0_0_100,4,4.74229066355333,q025,295547208,0.83878
0_0_100,4,4.74229066355333,q025,525156828,0.86239
0_0_100,4,4.74229066355333,q025,1050528247,0.88625
0_0_100,4,4.74229066355333,q025,2535964681,0.91306
0_0_100,4,4.74229066355333,q025,8633338964,0.94586
0_0_100,4,4.74229066355333,q025,68146462148,0.97033
0_0_100,4,4.74229066355333,q025,1017550086683,0.98879
0_0_100,4,4.74229066355333,q16,16336,0.017152
0_0_100,4,4.74229066355333,q16,23581,0.041952
0_0_100,4,4.74229066355333,q16,30530,0.0676
0_0_100,4,4.74229066355333,q16,37660,0.094176
0_0_100,4,4.74229066355333,q16,45189,0.123104
0_0_100,4,4.74229066355333,q16,53262,0.150784
0_0_100,4,4.74229066355333,q16,62008,0.175456
0_0_100,4,4.74229066355333,q16,71552,0.201904
0_0_100,4,4.74229066355333,q16,82029,0.230352
0_0_100,4,4.74229066355333,q16,93586,0.255328
0_0_100,4,4.74229066355333,q16,106393,0.281376
0_0_100,4,4.74229066355333,q16,120647,0.304528
0_0_100,4,4.74229066355333,q16,136577,0.328352
0_0_100,4,4.74229066355333,q16,154456,0.357536
0_0_100,4,4.74229066355333,q16,174611,0.384976
0_0_100,4,4.74229066355333,q16,197435,0.410384
0_0_100,4,4.74229066355333,q16,223408,0.431952
0_0_100,4,4.74229066355333,q16,253118,0.456352
0_0_100,4,4.74229066355333,q16,287294,0.481952
0_0_100,4,4.74229066355333,q16,326849,0.504656
0_0_100,4,4.74229066355333,q16,372935,0.533888
0_0_100,4,4.74229066355333,q16,427028,0.55888
0_0_100,4,4.74229066355333,q16,491040,0.581312
0_0_100,4,4.74229066355333,q16,567487,0.606704
0_0_100,4,4.74229066355333,q16,659728,0.633584
0_0_100,4,4.74229066355333,q16,772332,0.654288
0_0_100,4,4.74229066355333,q16,911641,0.67768
0_0_100,4,4.74229066355333,q16,1086672,0.70328
0_0_100,4,4.74229066355333,q16,1310587,0.729952
0_0_100,4,4.74229066355333,q16,1603226,0.752304
0_0_100,4,4.74229066355333,q16,1995644,0.779152
0_0_100,4,4.74229066355333,q16,2538721,0.798832
0_0_100,4,4.74229066355333,q16,3320640,0.819728
0_0_100,4,4.74229066355333,q16,4505557,0.844816
0_0_100,4,4.74229066355333,q16,6429030,0.869392
0_0_100,4,4.74229066355333,q16,9871196,0.893056
0_0_100,4,4.74229066355333,q16,17024523,0.915952
0_0_100,4,4.74229066355333,q16,36317985,0.943152
0_0_100,4,4.74229066355333,q16,130334045,0.97
0_0_100,4,4.74229066355333,q16,693780298,0.985952
0_0_100,4,4.74229066355333,q50,7123,0.0236
0_0_100,4,4.74229066355333,q50,8760,0.0482
0_0_100,4,4.74229066355333,q50,10138,0.0728
0_0_100,4,4.74229066355333,q50,11421,0.0974
0_0_100,4,4.74229066355333,q50,12668,0.1224
0_0_100,4,4.74229066355333,q50,13913,0.1476
0_0_100,4,4.74229066355333,q50,15175,0.1752
0_0_100,4,4.74229066355333,q50,16470,0.2018
0_0_100,4,4.74229066355333,q50,17811,0.2238
0_0_100,4,4.74229066355333,q50,19210,0.2512
0_0_100,4,4.74229066355333,q50,20679,0.2744
0_0_100,4,4.74229066355333,q50,22230,0.3024
0_0_100,4,4.74229066355333,q50,23876,0.329
0_0_100,4,4.74229066355333,q50,25631,0.3514
0_0_100,4,4.74229066355333,q50,27510,0.378
0_0_100,4,4.74229066355333,q50,29533,0.3994
0_0_100,4,4.74229066355333,q50,31720,0.4268
0_0_100,4,4.74229066355333,q50,34097,0.452
0_0_100,4,4.74229066355333,q50,36692,0.4776
0_0_100,4,4.74229066355333,q50,39540,0.5046
0_0_100,4,4.74229066355333,q50,42684,0.529
0_0_100,4,4.74229066355333,q50,46175,0.5528
0_0_100,4,4.74229066355333,q50,50077,0.5776
0_0_100,4,4.74229066355333,q50,54471,0.6034
0_0_100,4,4.74229066355333,q50,59458,0.627
0_0_100,4,4.74229066355333,q50,65169,0.6512
0_0_100,4,4.74229066355333,q50,71777,0.6772
0_0_100,4,4.74229066355333,q50,79512,0.7034
0_0_100,4,4.74229066355333,q50,88690,0.7272
0_0_100,4,4.74229066355333,q50,99756,0.75
0_0_100,4,4.74229066355333,q50,113356,0.775
0_0_100,4,4.74229066355333,q50,130465,0.7992
0_0_100,4,4.74229066355333,q50,152627,0.8202
0_0_100,4,4.74229066355333,q50,182436,0.8454
0_0_100,4,4.74229066355333,q50,224606,0.8714
0_0_100,4,4.74229066355333,q50,288668,0.8964
0_0_100,4,4.74229066355333,q50,397176,0.9226
0_0_100,4,4.74229066355333,q50,619036,0.948
0_0_100,4,4.74229066355333,q50,1308885,0.9738
0_0_100,4,4.74229066355333,q50,3487870,0.9894
0_0_100,5,6.32374322278487,q025,27816,0.01079
0_0_100,5,6.32374322278487,q025,48713,0.03277
0_0_100,5,6.32374322278487,q025,72210,0.05992
0_0_100,5,6.32374322278487,q025,99390,0.08826
0_0_100,5,6.32374322278487,q025,131117,0.11741
0_0_100,5,6.32374322278487,q025,168300,0.14877
0_0_100,5,6.32374322278487,q025,211977,0.18267
0_0_100,5,6.32374322278487,q025,263380,0.20701
0_0_100,5,6.32374322278487,q025,323989,0.2346
0_0_100,5,6.32374322278487,q025,395596,0.257
0_0_100,5,6.32374322278487,q025,480399,0.28488
0_0_100,5,6.32374322278487,q025,581098,0.30661
0_0_100,5,6.32374322278487,q025,701045,0.32999
0_0_100,5,6.32374322278487,q025,844425,0.36303
0_0_100,5,6.32374322278487,q025,1016504,0.38938
0_0_100,5,6.32374322278487,q025,1223960,0.4185
0_0_100,5,6.32374322278487,q025,1475342,0.44024
0_0_100,5,6.32374322278487,q025,1781687,0.46305
0_0_100,5,6.32374322278487,q025,2157405,0.4851
0_0_100,5,6.32374322278487,q025,2621509,0.50994
0_0_100,5,6.32374322278487,q025,3199407,0.5391
0_0_100,5,6.32374322278487,q025,3925513,0.56733
0_0_100,5,6.32374322278487,q025,4847150,0.59367
0_0_100,5,6.32374322278487,q025,6030498,0.61442
0_0_100,5,6.32374322278487,q025,7569869,0.63567
0_0_100,5,6.32374322278487,q025,9602562,0.65306
0_0_100,5,6.32374322278487,q025,12333361,0.67858
0_0_100,5,6.32374322278487,q025,16076324,0.69865
0_0_100,5,6.32374322278487,q025,21328890,0.72146
0_0_100,5,6.32374322278487,q025,28909367,0.74972
0_0_100,5,6.32374322278487,q025,40225985,0.76874
0_0_100,5,6.32374322278487,q025,57838160,0.79077
0_0_100,5,6.32374322278487,q025,86722521,0.81439
0_0_100,5,6.32374322278487,q025,137422700,0.83919
0_0_100,5,6.32374322278487,q025,234946945,0.86318
0_0_100,5,6.32374322278487,q025,448627043,0.88635
0_0_100,5,6.32374322278487,q025,1020803279,0.91346
0_0_100,5,6.32374322278487,q025,3200972420,0.94578
0_0_100,5,6.32374322278487,q025,21996148674,0.97035
0_0_100,5,6.32374322278487,q025,273958585185,0.98919
0_0_100,5,6.32374322278487,q16,14325,0.017776
0_0_100,5,6.32374322278487,q16,20254,0.0428
0_0_100,5,6.32374322278487,q16,25849,0.068352
0_0_100,5,6.32374322278487,q16,31519,0.0944
0_0_100,5,6.32374322278487,q16,37444,0.122608
0_0_100,5,6.32374322278487,q16,43740,0.148736
0_0_100,5,6.32374322278487,q16,50503,0.173376
0_0_100,5,6.32374322278487,q16,57826,0.203856
0_0_100,5,6.32374322278487,q16,65806,0.226176
0_0_100,5,6.32374322278487,q16,74546,0.254176
0_0_100,5,6.32374322278487,q16,84166,0.277568
0_0_100,5,6.32374322278487,q16,94801,0.306848
0_0_100,5,6.32374322278487,q16,106608,0.329904
0_0_100,5,6.32374322278487,q16,119774,0.35568
